9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
c 4 4 4 4 4 4 4 4 4 0 0 0 0 0 2 
9 1 5 5 5 3 d 5 5 3 8 0 0 0 0 2 
a 8 5 5 1 2 d 5 5 6 8 0 0 0 0 2 
a a d 1 2 a 9 5 3 b 8 0 0 0 0 2 
a a 9 6 a a c 3 a e 8 0 0 0 0 2 
e c 4 5 6 c 5 6 c 7 c 4 4 4 4 6 
